Here’s How to Play Spotify on Samsung’s Recently Unveiled Devices	FEBRUARY 11, 2020	https://newsroom.spotify.com/2020-02-11/heres-how-to-play-spotify-on-samsungs-recently-unveiled-devices/
Street Artist Shepard Fairey Shares the Music That Has Shaped His 50 Years of Inspiration	FEBRUARY 11, 2020	https://newsroom.spotify.com/2020-02-11/street-artist-shepard-fairey-shares-the-music-that-has-shaped-his-50-years-of-inspiration/
Spotify Reveals ‘Legendary’ Top Love Song Ahead of Valentine’s Day	FEBRUARY 11, 2020	https://newsroom.spotify.com/2020-02-11/spotify-reveals-legendary-top-love-song-ahead-of-valentines-day/
Spotify Reports Fourth Quarter and Full-Year 2019 Earnings	FEBRUARY 5, 2020	https://newsroom.spotify.com/2020-02-05/spotify-reports-fourth-quarter-and-full-year-2019-earnings/
How Spotify Spotlights Breaking Latin Talent	FEBRUARY 4, 2020	https://newsroom.spotify.com/2020-02-04/how-spotify-spotlights-breaking-latin-talent/
Cuatro podcasts en español que deberías escuchar ya	JANUARY 31, 2020	https://newsroom.spotify.com/2020-01-31/cuatro-podcasts-en-espanol-que-deberias-escuchar-ya/
Social Psychologist Amanda Vicary and Spotify Reveal Why Women Are So Obsessed with True Crime—And Share 4 New Podcasts Coming in 2020	JANUARY 29, 2020	https://newsroom.spotify.com/2020-01-29/social-psychologist-amanda-vicary-and-spotify-reveal-why-women-are-so-obsessed-with-true-crime-and-share-4-new-podcasts-coming-in-2020/
‘The Adam Carolla Show,’ ‘Ladygang,’ ‘expediTIously with T.I.,’ ‘Off the Vine with Kaitlyn Bristowe’ and All 300 of Your Favorite PodcastOne Shows are Coming to Spotify	JANUARY 29, 2020	https://newsroom.spotify.com/2020-01-29/300-of-your-favorite-podcastone-shows-are-coming-to-spotify/
Meet the Behind-the-Scenes Talent Behind 21 Savage’s Grammy-Nominated Album ‘I Am > I Was’	JANUARY 24, 2020	https://newsroom.spotify.com/2020-01-24/meet-the-behind-the-scenes-talent-behind-21-savages-grammy-nominated-album-i-am-i-was/
Spotify Fêtes Best New Artists at 2020 Celebration	JANUARY 24, 2020	https://newsroom.spotify.com/2020-01-24/spotify-fetes-best-new-artists-at-2020-celebration/
NFL Star Saquon Barkley Talks Football and His Top Sports Podcasts	JANUARY 23, 2020	https://newsroom.spotify.com/2020-01-23/nfl-star-saquon-barkley-talks-football-and-his-top-sports-podcasts/
El ícono del reggaetón J Balvin cuenta su historia en el nuevo podcast original de Spotify ‘Made in Medellín’	JANUARY 23, 2020	https://newsroom.spotify.com/2020-01-23/el-icono-del-reggaeton-j-balvin-cuenta-su-historia-en-el-nuevo-podcast-original-de-spotify-made-in-medellin/
Reggaetón Artist J Balvin Gets Personal in the New Spotify Original Podcast ‘Made in Medellín’	JANUARY 23, 2020	https://newsroom.spotify.com/2020-01-23/reggaeton-artist-j-balvin-gets-personal-in-the-new-spotify-original-podcast-made-in-medellin/
Welcoming Paul Vogel, Spotify’s New Chief Financial Officer	JANUARY 16, 2020	https://newsroom.spotify.com/2020-01-16/welcoming-paul-vogel-spotifys-new-chief-financial-officer/
Spotify Has the Pawfect Playlist for You And Your Pet	JANUARY 15, 2020	https://newsroom.spotify.com/2020-01-15/spotify-has-the-pawfect-playlist-for-you-and-your-pet/
CES 2020: Spotify Makes Noise with SAI Announcement, Ludacris Performance, and More	JANUARY 10, 2020	https://newsroom.spotify.com/2020-01-10/ces-2020-spotify-makes-noise-with-sai-announcement-ludacris-performance-and-more/
From the Illuminati to Yale’s Skull and Bones, Explore the World of Underground Organizations in Parcast’s New Podcast, ‘Secret Societies’	JANUARY 9, 2020	https://newsroom.spotify.com/2020-01-09/from-the-illuminati-to-yales-skull-and-bones-explore-the-world-of-underground-organizations-in-paracasts-new-podcast-secret-societies/
Spotify’s Head of Global Ads Business and Platform Jay Richman Talks New Spotify Podcast Ads	JANUARY 8, 2020	https://newsroom.spotify.com/2020-01-08/spotifys-head-of-global-ads-business-and-platform-jay-richman-talks-new-spotify-podcast-ads/
Celebrity Trainer and Fitness Podcast Host Don Saladino Spills His Favorite Workout Songs, Podcasts, and Tips	JANUARY 7, 2020	https://newsroom.spotify.com/2020-01-07/celebrity-trainer-and-fitness-podcast-host-don-saladino-spills-his-favorite-workout-songs-podcasts-and-tips/
Martha Debayle te cuenta todo sobre el embarazo en La Bienvenida	JANUARY 2, 2020	https://newsroom.spotify.com/2020-01-02/martha-debayle-te-cuenta-todo-sobre-el-embarazo-en-la-bienvenida/
These are Spotify’s Top Workout & Wellness Trends – Plus 2020 Predictions to Help Kick-Start Your Resolutions	DECEMBER 31, 2019	https://newsroom.spotify.com/2019-12-31/these-are-spotifys-top-workout-wellness-trends-plus-2020-predictions-to-help-kick-start-your-resolutions/
For the Record’s Top Stories of 2019	DECEMBER 23, 2019	https://newsroom.spotify.com/2019-12-23/for-the-records-top-stories-of-2019/
Los Cañonazos Bailables: Los clásicos de la rumba colombiana llegan a Spotify	DECEMBER 19, 2019	https://newsroom.spotify.com/2019-12-19/los-canonazos-bailables-los-clasicos-de-la-rumba-colombiana-llegan-a-spotify/
Spotify Listeners are Discovering Music from Around the World	DECEMBER 18, 2019	https://newsroom.spotify.com/2019-12-18/spotify-listeners-are-discovering-music-from-around-the-world/
Fans of Spotify True-Crime Podcast ‘Olöst’ Enjoy Special Invitation to Season Finale Live Listening Event	DECEMBER 18, 2019	https://newsroom.spotify.com/2019-12-18/fans-of-spotify-true-crime-podcast-olost-enjoy-special-invitation-to-season-finale-live-listening-event/
Apache 207, Juju, Summer Cem, and More Headline Live Modus Mio Concert	DECEMBER 17, 2019	https://newsroom.spotify.com/2019-12-17/apache-207-juju-summer-cem-and-more-headline-live-modus-mio-concert/
Spotify’s Biggest Playlist, Today’s Top Hits, Celebrates 25 Million Followers	DECEMBER 16, 2019	https://newsroom.spotify.com/2019-12-16/spotifys-biggest-playlist-todays-top-hits-celebrates-25-million-followers/
Revisit the Biggest Songs, Artists, and Cultural Moments of the Last 10 Years with Spotify’s ‘The Decade Wrapped’ Podcast	DECEMBER 16, 2019	https://newsroom.spotify.com/2019-12-16/revisit-the-biggest-songs-artists-and-cultural-moments-of-the-last-10-years-with-spotifys-the-decade-wrapped-podcast/
All Spotify Users in the U.S. Can Now Play Podcasts through Amazon Alexa	DECEMBER 13, 2019	https://newsroom.spotify.com/2019-12-13/all-spotify-users-in-the-u-s-can-now-play-podcasts-through-amazon-alexa/
From Humble Origins, German Rap Is Now a Dominant Commercial Force	DECEMBER 12, 2019	https://newsroom.spotify.com/2019-12-12/from-humble-origins-german-rap-is-now-a-dominant-commercial-force/
What Elsa from ‘Frozen 2,’ Eleven from ‘Stranger Things,’ and Lyra from ‘His Dark Materials’ Streamed on Spotify This Year	DECEMBER 12, 2019	https://newsroom.spotify.com/2019-12-12/what-elsa-from-frozen-eleven-from-stranger-things-and-lara-from-his-dark-materials-streamed-on-spotify-this-year/
